date,area,average_price,code,houses_sold,no_of_crimes
6/1/2006,brent,252877,E09000005,335,2638
7/1/2006,brent,254617,E09000005,364,2749
8/1/2006,brent,254297,E09000005,409,2664
9/1/2006,brent,254399,E09000005,398,2412
10/1/2006,brent,260294,E09000005,362,2473
11/1/2006,brent,261574,E09000005,350,2535
12/1/2006,brent,264329,E09000005,335,2332
1/1/2007,brent,263524,E09000005,368,2215
2/1/2007,brent,271086,E09000005,291,2023
3/1/2007,brent,273226,E09000005,339,2337
4/1/2007,brent,278703,E09000005,315,2107
5/1/2007,brent,279638,E09000005,380,2286
6/1/2007,brent,286921,E09000005,397,2407
7/1/2007,brent,294878,E09000005,420,2282
8/1/2007,brent,298465,E09000005,469,2330
9/1/2007,brent,302371,E09000005,332,2301
10/1/2007,brent,298208,E09000005,351,2413
11/1/2007,brent,299353,E09000005,367,2618
12/1/2007,brent,297571,E09000005,256,2027
1/1/2008,brent,300895,E09000005,207,2227
2/1/2008,brent,300462,E09000005,233,1997
3/1/2008,brent,299020,E09000005,240,2146
4/1/2008,brent,296954,E09000005,242,2002
5/1/2008,brent,297339,E09000005,188,2234
6/1/2008,brent,297161,E09000005,166,2138
7/1/2008,brent,300839,E09000005,159,2291
8/1/2008,brent,295776,E09000005,139,2086
9/1/2008,brent,294673,E09000005,140,2125
10/1/2008,brent,283265,E09000005,141,2397
11/1/2008,brent,277453,E09000005,116,2348
12/1/2008,brent,269258,E09000005,89,2061
1/1/2009,brent,260421,E09000005,73,2230
2/1/2009,brent,263886,E09000005,58,2039
3/1/2009,brent,265889,E09000005,70,2421
4/1/2009,brent,269542,E09000005,96,2195
5/1/2009,brent,261460,E09000005,92,2387
6/1/2009,brent,263297,E09000005,104,2443
7/1/2009,brent,258776,E09000005,145,2560
8/1/2009,brent,262863,E09000005,149,2202
9/1/2009,brent,258999,E09000005,149,2144
10/1/2009,brent,266586,E09000005,187,2495
11/1/2009,brent,268663,E09000005,185,2582
12/1/2009,brent,272443,E09000005,263,2218
1/1/2010,brent,273218,E09000005,149,2096
2/1/2010,brent,277315,E09000005,144,2143
3/1/2010,brent,282686,E09000005,218,2639
4/1/2010,brent,287902,E09000005,184,2491
5/1/2010,brent,289076,E09000005,191,2560
6/1/2010,brent,287809,E09000005,219,2440
7/1/2010,brent,290683,E09000005,245,2722
8/1/2010,brent,296378,E09000005,227,2483
9/1/2010,brent,299864,E09000005,204,2389
10/1/2010,brent,298963,E09000005,208,2485
11/1/2010,brent,296776,E09000005,197,2533
12/1/2010,brent,294081,E09000005,203,2151
1/1/2011,brent,292494,E09000005,149,2412
2/1/2011,brent,289551,E09000005,133,2389
3/1/2011,brent,291692,E09000005,164,2443
4/1/2011,brent,295596,E09000005,179,2601
5/1/2011,brent,299164,E09000005,170,2834
6/1/2011,brent,298660,E09000005,182,2757
7/1/2011,brent,299866,E09000005,197,2889
8/1/2011,brent,301268,E09000005,199,2447
9/1/2011,brent,306604,E09000005,206,2391
10/1/2011,brent,304678,E09000005,202,2836
11/1/2011,brent,306240,E09000005,203,2732
12/1/2011,brent,301760,E09000005,207,2475
1/1/2012,brent,309545,E09000005,171,2656
2/1/2012,brent,305248,E09000005,152,2380
3/1/2012,brent,305560,E09000005,198,2639
4/1/2012,brent,297525,E09000005,132,2253
5/1/2012,brent,301924,E09000005,126,2433
6/1/2012,brent,312586,E09000005,148,2297
7/1/2012,brent,323765,E09000005,192,2419
8/1/2012,brent,333734,E09000005,181,2455
9/1/2012,brent,323625,E09000005,195,2049
10/1/2012,brent,319367,E09000005,170,2339
11/1/2012,brent,314304,E09000005,204,2465
12/1/2012,brent,322171,E09000005,188,2226
1/1/2013,brent,325756,E09000005,132,2206
2/1/2013,brent,323825,E09000005,166,2041
3/1/2013,brent,323031,E09000005,185,2086
4/1/2013,brent,326444,E09000005,154,1850
5/1/2013,brent,328625,E09000005,195,2106
6/1/2013,brent,334341,E09000005,205,2040
7/1/2013,brent,336232,E09000005,207,2098
8/1/2013,brent,347721,E09000005,232,1978
9/1/2013,brent,353282,E09000005,204,1979
10/1/2013,brent,355725,E09000005,254,2124
11/1/2013,brent,361041,E09000005,283,2194
12/1/2013,brent,359846,E09000005,248,1982
1/1/2014,brent,365190,E09000005,232,2122
2/1/2014,brent,364592,E09000005,243,1879
3/1/2014,brent,367414,E09000005,240,2130
4/1/2014,brent,379175,E09000005,255,2017
5/1/2014,brent,391225,E09000005,233,2206
6/1/2014,brent,400902,E09000005,254,2258
7/1/2014,brent,404164,E09000005,281,2207
8/1/2014,brent,406619,E09000005,248,2004
9/1/2014,brent,414028,E09000005,255,2094
10/1/2014,brent,410328,E09000005,263,2243
11/1/2014,brent,412969,E09000005,234,2103
12/1/2014,brent,419643,E09000005,246,1948
1/1/2015,brent,422944,E09000005,199,1993
2/1/2015,brent,420874,E09000005,196,1873
3/1/2015,brent,423954,E09000005,248,2157
4/1/2015,brent,429921,E09000005,207,2021
5/1/2015,brent,440209,E09000005,176,2193
6/1/2015,brent,435951,E09000005,341,2146
7/1/2015,brent,438513,E09000005,404,2055
8/1/2015,brent,443363,E09000005,325,2004
9/1/2015,brent,449823,E09000005,342,2098
10/1/2015,brent,461860,E09000005,249,2406
11/1/2015,brent,455425,E09000005,237,2469
12/1/2015,brent,468584,E09000005,202,2213
1/1/2016,brent,469516,E09000005,239,2190
2/1/2016,brent,482555,E09000005,209,2130
3/1/2016,brent,473554,E09000005,542,2210
4/1/2016,brent,485099,E09000005,155,2216
5/1/2016,brent,488299,E09000005,155,2482
6/1/2016,brent,493629,E09000005,252,2391
7/1/2016,brent,494641,E09000005,267,2359
8/1/2016,brent,489421,E09000005,197,2329
9/1/2016,brent,499182,E09000005,295,2287
10/1/2016,brent,504665,E09000005,239,2442
11/1/2016,brent,502654,E09000005,267,2232
12/1/2016,brent,490418,E09000005,175,2362
1/1/2017,brent,472373,E09000005,170,2229
2/1/2017,brent,475608,E09000005,164,2131
3/1/2017,brent,484944,E09000005,185,2509
4/1/2017,brent,488416,E09000005,176,2325
5/1/2017,brent,490062,E09000005,239,2561
6/1/2017,brent,492335,E09000005,246,2495
7/1/2017,brent,491003,E09000005,210,2537
8/1/2017,brent,498192,E09000005,181,2530
9/1/2017,brent,490673,E09000005,161,2541
10/1/2017,brent,489039,E09000005,125,2788
11/1/2017,brent,485285,E09000005,205,2677
12/1/2017,brent,494515,E09000005,161,2437
1/1/2018,brent,493882,E09000005,123,2522
2/1/2018,brent,493621,E09000005,121,2358
3/1/2018,brent,482967,E09000005,148,2520
4/1/2018,brent,485434,E09000005,138,2398
5/1/2018,brent,480836,E09000005,138,2653
6/1/2018,brent,492743,E09000005,162,2696
7/1/2018,brent,505028,E09000005,237,2745
8/1/2018,brent,519754,E09000005,233,2510
9/1/2018,brent,510930,E09000005,171,2556
10/1/2018,brent,493489,E09000005,177,2727
11/1/2018,brent,479104,E09000005,176,2731
12/1/2018,brent,476356,E09000005,169,2386
1/1/2019,brent,479106,E09000005,126,2491
2/1/2019,brent,478533,E09000005,118,2370
3/1/2019,brent,476223,E09000005,125,2666
4/1/2019,brent,487049,E09000005,108,2443
5/1/2019,brent,482244,E09000005,144,2576
6/1/2019,brent,472702,E09000005,102,2571
7/1/2019,brent,470872,E09000005,138,2675
8/1/2019,brent,486068,E09000005,131,2477
9/1/2019,brent,500246,E09000005,132,2559
10/1/2019,brent,494527,E09000005,122,2659
11/1/2019,brent,431249,E09000005,239,2504
12/1/2019,brent,431245,E09000005,,2420
1/1/2020,brent,408523,E09000005,,2510
1/1/1995,bromley,81671,E09000006,323,
2/1/1995,bromley,81658,E09000006,326,
3/1/1995,bromley,81449,E09000006,449,
4/1/1995,bromley,81124,E09000006,362,
5/1/1995,bromley,81543,E09000006,428,
6/1/1995,bromley,82383,E09000006,431,
7/1/1995,bromley,82899,E09000006,399,
8/1/1995,bromley,82054,E09000006,453,
9/1/1995,bromley,81440,E09000006,408,
10/1/1995,bromley,81862,E09000006,392,
11/1/1995,bromley,82558,E09000006,372,
12/1/1995,bromley,82966,E09000006,399,
1/1/1996,bromley,82210,E09000006,352,
2/1/1996,bromley,81419,E09000006,375,
3/1/1996,bromley,81633,E09000006,447,
4/1/1996,bromley,81481,E09000006,441,
5/1/1996,bromley,82372,E09000006,578,
6/1/1996,bromley,82946,E09000006,485,
7/1/1996,bromley,84089,E09000006,645,
8/1/1996,bromley,84400,E09000006,635,
9/1/1996,bromley,84676,E09000006,553,
10/1/1996,bromley,85513,E09000006,625,
11/1/1996,bromley,85781,E09000006,693,
12/1/1996,bromley,86049,E09000006,602,
1/1/1997,bromley,86846,E09000006,499,
2/1/1997,bromley,88201,E09000006,522,
3/1/1997,bromley,89765,E09000006,555,
4/1/1997,bromley,90000,E09000006,570,
5/1/1997,bromley,91230,E09000006,569,
6/1/1997,bromley,92199,E09000006,664,
7/1/1997,bromley,94717,E09000006,783,
8/1/1997,bromley,96754,E09000006,652,
9/1/1997,bromley,98920,E09000006,630,
10/1/1997,bromley,100216,E09000006,687,
11/1/1997,bromley,100903,E09000006,556,
12/1/1997,bromley,100945,E09000006,577,
1/1/1998,bromley,102342,E09000006,429,
2/1/1998,bromley,103543,E09000006,425,
3/1/1998,bromley,104597,E09000006,549,
4/1/1998,bromley,105240,E09000006,553,
5/1/1998,bromley,105760,E09000006,560,
6/1/1998,bromley,107198,E09000006,611,
7/1/1998,bromley,108989,E09000006,565,
8/1/1998,bromley,111457,E09000006,506,
9/1/1998,bromley,112709,E09000006,514,
10/1/1998,bromley,112592,E09000006,508,
11/1/1998,bromley,112197,E09000006,449,
12/1/1998,bromley,112814,E09000006,469,
1/1/1999,bromley,112544,E09000006,406,
2/1/1999,bromley,111889,E09000006,396,
3/1/1999,bromley,112486,E09000006,536,
4/1/1999,bromley,114994,E09000006,540,
5/1/1999,bromley,117944,E09000006,521,
6/1/1999,bromley,119895,E09000006,644,
7/1/1999,bromley,121699,E09000006,816,
8/1/1999,bromley,123501,E09000006,640,
9/1/1999,bromley,125782,E09000006,615,
10/1/1999,bromley,128022,E09000006,711,
11/1/1999,bromley,129998,E09000006,668,
12/1/1999,bromley,131735,E09000006,654,
1/1/2000,bromley,133997,E09000006,451,
2/1/2000,bromley,137629,E09000006,552,
3/1/2000,bromley,141094,E09000006,618,
4/1/2000,bromley,144534,E09000006,589,
5/1/2000,bromley,147556,E09000006,622,
6/1/2000,bromley,150427,E09000006,642,
7/1/2000,bromley,151438,E09000006,561,
8/1/2000,bromley,153324,E09000006,616,
9/1/2000,bromley,153852,E09000006,455,
10/1/2000,bromley,153769,E09000006,456,
11/1/2000,bromley,153273,E09000006,502,
12/1/2000,bromley,153030,E09000006,485,
1/1/2001,bromley,153615,E09000006,407,2075
2/1/2001,bromley,154097,E09000006,410,1968
3/1/2001,bromley,154933,E09000006,550,2444
4/1/2001,bromley,156883,E09000006,547,2063
5/1/2001,bromley,158599,E09000006,711,2173
6/1/2001,bromley,160098,E09000006,656,2167
7/1/2001,bromley,161766,E09000006,794,2282
8/1/2001,bromley,164849,E09000006,830,2179
9/1/2001,bromley,167086,E09000006,665,2190
10/1/2001,bromley,170203,E09000006,704,2464
11/1/2001,bromley,170870,E09000006,681,2437
12/1/2001,bromley,172583,E09000006,567,2187
1/1/2002,bromley,173150,E09000006,445,2394
2/1/2002,bromley,172833,E09000006,498,2230
3/1/2002,bromley,172972,E09000006,620,2290
4/1/2002,bromley,173894,E09000006,680,2543
5/1/2002,bromley,177864,E09000006,807,2520
6/1/2002,bromley,182876,E09000006,729,2402
7/1/2002,bromley,188125,E09000006,870,2402
8/1/2002,bromley,193540,E09000006,852,2300
9/1/2002,bromley,198220,E09000006,666,2422
10/1/2002,bromley,200673,E09000006,618,2408
11/1/2002,bromley,201515,E09000006,663,2330
12/1/2002,bromley,204091,E09000006,610,2055
1/1/2003,bromley,207299,E09000006,519,2379
2/1/2003,bromley,211134,E09000006,466,2193
3/1/2003,bromley,211402,E09000006,418,2381
4/1/2003,bromley,212583,E09000006,488,2244
5/1/2003,bromley,213655,E09000006,468,2304
6/1/2003,bromley,215302,E09000006,505,2408
7/1/2003,bromley,216463,E09000006,586,2422
8/1/2003,bromley,216492,E09000006,695,2292
9/1/2003,bromley,219493,E09000006,664,2514
10/1/2003,bromley,221353,E09000006,703,2420
11/1/2003,bromley,222892,E09000006,655,2567
12/1/2003,bromley,223849,E09000006,708,2193
1/1/2004,bromley,224284,E09000006,531,2536
2/1/2004,bromley,227847,E09000006,539,2489
3/1/2004,bromley,229637,E09000006,645,2580
4/1/2004,bromley,232599,E09000006,672,2438
5/1/2004,bromley,231873,E09000006,682,2334
6/1/2004,bromley,232688,E09000006,786,2259
7/1/2004,bromley,233160,E09000006,755,2253
8/1/2004,bromley,237290,E09000006,719,2279
9/1/2004,bromley,239175,E09000006,611,2378
10/1/2004,bromley,240650,E09000006,538,2515
11/1/2004,bromley,240439,E09000006,518,2586
12/1/2004,bromley,243910,E09000006,537,2359
1/1/2005,bromley,243767,E09000006,346,2637
2/1/2005,bromley,242397,E09000006,335,2251
3/1/2005,bromley,238904,E09000006,411,2482
4/1/2005,bromley,238928,E09000006,518,2342
5/1/2005,bromley,241306,E09000006,483,2422
6/1/2005,bromley,242091,E09000006,623,2252
7/1/2005,bromley,240890,E09000006,605,2242
8/1/2005,bromley,239541,E09000006,615,2235
9/1/2005,bromley,237971,E09000006,591,2259
10/1/2005,bromley,237522,E09000006,563,2428
11/1/2005,bromley,236593,E09000006,565,2607
12/1/2005,bromley,237525,E09000006,680,2322
1/1/2006,bromley,240255,E09000006,517,2551
2/1/2006,bromley,241718,E09000006,529,2190
3/1/2006,bromley,243141,E09000006,672,2623
4/1/2006,bromley,243914,E09000006,570,2421
5/1/2006,bromley,244571,E09000006,682,2452
6/1/2006,bromley,247109,E09000006,824,2338
7/1/2006,bromley,249778,E09000006,806,2234
8/1/2006,bromley,253406,E09000006,856,2144
9/1/2006,bromley,254676,E09000006,705,2140
10/1/2006,bromley,257319,E09000006,684,2249
11/1/2006,bromley,258908,E09000006,730,2436
12/1/2006,bromley,261506,E09000006,792,1913
1/1/2007,bromley,261809,E09000006,611,2335
2/1/2007,bromley,263864,E09000006,585,2014
3/1/2007,bromley,264642,E09000006,735,2308
4/1/2007,bromley,269445,E09000006,628,2024
5/1/2007,bromley,271768,E09000006,666,2055
6/1/2007,bromley,275274,E09000006,817,2100
7/1/2007,bromley,278325,E09000006,738,2044
8/1/2007,bromley,282066,E09000006,812,2057
9/1/2007,bromley,285816,E09000006,618,1938
10/1/2007,bromley,288143,E09000006,658,2133
11/1/2007,bromley,291784,E09000006,661,2109
12/1/2007,bromley,293824,E09000006,439,1793
1/1/2008,bromley,293098,E09000006,337,2149
2/1/2008,bromley,290151,E09000006,399,2042
3/1/2008,bromley,286080,E09000006,341,2087
4/1/2008,bromley,284105,E09000006,371,2032
5/1/2008,bromley,283807,E09000006,360,2192
6/1/2008,bromley,282386,E09000006,364,2089
7/1/2008,bromley,280338,E09000006,314,2288
8/1/2008,bromley,275720,E09000006,305,2132
9/1/2008,bromley,271187,E09000006,234,2023
10/1/2008,bromley,266247,E09000006,270,2249
11/1/2008,bromley,262054,E09000006,202,2266
12/1/2008,bromley,257557,E09000006,232,2256
1/1/2009,bromley,255177,E09000006,168,2227
2/1/2009,bromley,249378,E09000006,158,1878
3/1/2009,bromley,245444,E09000006,195,2083
4/1/2009,bromley,241376,E09000006,230,1889
5/1/2009,bromley,242635,E09000006,260,2360
6/1/2009,bromley,246416,E09000006,299,2066
7/1/2009,bromley,248500,E09000006,414,2273
8/1/2009,bromley,248667,E09000006,393,1871
9/1/2009,bromley,251137,E09000006,435,1857
10/1/2009,bromley,254478,E09000006,466,1884
11/1/2009,bromley,257048,E09000006,386,1828
12/1/2009,bromley,258655,E09000006,502,1762
1/1/2010,bromley,260714,E09000006,299,1746
2/1/2010,bromley,263217,E09000006,301,1702
3/1/2010,bromley,264769,E09000006,318,1990
4/1/2010,bromley,266897,E09000006,353,1887
5/1/2010,bromley,270820,E09000006,355,1966
6/1/2010,bromley,272609,E09000006,441,1895
7/1/2010,bromley,273808,E09000006,456,1847
8/1/2010,bromley,276104,E09000006,416,1793
9/1/2010,bromley,276890,E09000006,381,1672
10/1/2010,bromley,276380,E09000006,371,1915
11/1/2010,bromley,275528,E09000006,336,1867
12/1/2010,bromley,274853,E09000006,352,1620
1/1/2011,bromley,275141,E09000006,230,1888
2/1/2011,bromley,271384,E09000006,310,1729
3/1/2011,bromley,270666,E09000006,308,1952
4/1/2011,bromley,271214,E09000006,354,1797
5/1/2011,bromley,276408,E09000006,297,1910
6/1/2011,bromley,275254,E09000006,378,1832
7/1/2011,bromley,275526,E09000006,439,1869
8/1/2011,bromley,272637,E09000006,395,1873
9/1/2011,bromley,276108,E09000006,389,1757
10/1/2011,bromley,277282,E09000006,360,1809
11/1/2011,bromley,278025,E09000006,387,1841
12/1/2011,bromley,278849,E09000006,488,1883
1/1/2012,bromley,276025,E09000006,337,1832
2/1/2012,bromley,278474,E09000006,339,1681
3/1/2012,bromley,276014,E09000006,429,1822
4/1/2012,bromley,277342,E09000006,276,1520
5/1/2012,bromley,277756,E09000006,384,1730
6/1/2012,bromley,281963,E09000006,454,1646
7/1/2012,bromley,284387,E09000006,459,1799
8/1/2012,bromley,286912,E09000006,520,1724
9/1/2012,bromley,284967,E09000006,347,1670
10/1/2012,bromley,286087,E09000006,464,1773
11/1/2012,bromley,285692,E09000006,454,1817
12/1/2012,bromley,288682,E09000006,382,1641
1/1/2013,bromley,286846,E09000006,302,1698
2/1/2013,bromley,285701,E09000006,303,1579
3/1/2013,bromley,284151,E09000006,310,1655
4/1/2013,bromley,287190,E09000006,342,1646
5/1/2013,bromley,289506,E09000006,475,1559
6/1/2013,bromley,294243,E09000006,434,1441
7/1/2013,bromley,297145,E09000006,536,1697
8/1/2013,bromley,301769,E09000006,567,1506
9/1/2013,bromley,303569,E09000006,508,1553
10/1/2013,bromley,306433,E09000006,563,1754
11/1/2013,bromley,309176,E09000006,624,1731
12/1/2013,bromley,314302,E09000006,522,1669
1/1/2014,bromley,315709,E09000006,520,1681
2/1/2014,bromley,318486,E09000006,521,1540
3/1/2014,bromley,319079,E09000006,443,1672
4/1/2014,bromley,327863,E09000006,487,1583
5/1/2014,bromley,336866,E09000006,484,1668
6/1/2014,bromley,347891,E09000006,511,1685
7/1/2014,bromley,357092,E09000006,587,1855
8/1/2014,bromley,362181,E09000006,618,1647
9/1/2014,bromley,369784,E09000006,490,1599
10/1/2014,bromley,372018,E09000006,578,1746
11/1/2014,bromley,374420,E09000006,429,1753
12/1/2014,bromley,372899,E09000006,501,1756
1/1/2015,bromley,372856,E09000006,418,1717
2/1/2015,bromley,370458,E09000006,402,1632
3/1/2015,bromley,369932,E09000006,410,1794
4/1/2015,bromley,370450,E09000006,463,1725
5/1/2015,bromley,377118,E09000006,516,1781
6/1/2015,bromley,382266,E09000006,475,1830
7/1/2015,bromley,384313,E09000006,649,1815
8/1/2015,bromley,389249,E09000006,548,1744
9/1/2015,bromley,393831,E09000006,539,1785
10/1/2015,bromley,401827,E09000006,601,1783
11/1/2015,bromley,404754,E09000006,503,1743
12/1/2015,bromley,411124,E09000006,530,1751
1/1/2016,bromley,413460,E09000006,412,1748
2/1/2016,bromley,416897,E09000006,393,1695
3/1/2016,bromley,418642,E09000006,743,1745
4/1/2016,bromley,422301,E09000006,341,1580
5/1/2016,bromley,425210,E09000006,402,1766
6/1/2016,bromley,432272,E09000006,428,1652
7/1/2016,bromley,439331,E09000006,441,1834
8/1/2016,bromley,443018,E09000006,434,1584
9/1/2016,bromley,438327,E09000006,385,1639
10/1/2016,bromley,430090,E09000006,447,1796
11/1/2016,bromley,427363,E09000006,363,1796
12/1/2016,bromley,429187,E09000006,458,1899
1/1/2017,bromley,436538,E09000006,344,1756
2/1/2017,bromley,436075,E09000006,313,1846
3/1/2017,bromley,435582,E09000006,414,2203
4/1/2017,bromley,435137,E09000006,330,1914
5/1/2017,bromley,440152,E09000006,368,1904
6/1/2017,bromley,443763,E09000006,478,1918
7/1/2017,bromley,445258,E09000006,427,1900
8/1/2017,bromley,444117,E09000006,504,1859
9/1/2017,bromley,443953,E09000006,425,1811
10/1/2017,bromley,443294,E09000006,418,1849
11/1/2017,bromley,445251,E09000006,381,2005
12/1/2017,bromley,445504,E09000006,404,1821
1/1/2018,bromley,446737,E09000006,299,2009
2/1/2018,bromley,445944,E09000006,314,1709
3/1/2018,bromley,441430,E09000006,391,1956
4/1/2018,bromley,440859,E09000006,374,1890
5/1/2018,bromley,437880,E09000006,354,1979
6/1/2018,bromley,436971,E09000006,407,2017
7/1/2018,bromley,440996,E09000006,411,1927
8/1/2018,bromley,444573,E09000006,532,1854
9/1/2018,bromley,449293,E09000006,363,1941
10/1/2018,bromley,447534,E09000006,432,1970
11/1/2018,bromley,445563,E09000006,421,1989
12/1/2018,bromley,443140,E09000006,345,1992
1/1/2019,bromley,440624,E09000006,280,1999
2/1/2019,bromley,439595,E09000006,338,1953
3/1/2019,bromley,436678,E09000006,322,2109
4/1/2019,bromley,432875,E09000006,318,1964
5/1/2019,bromley,430231,E09000006,348,2107
6/1/2019,bromley,432035,E09000006,317,2008
7/1/2019,bromley,435329,E09000006,465,2196
8/1/2019,bromley,442452,E09000006,456,2106
9/1/2019,bromley,440620,E09000006,353,2114
10/1/2019,bromley,439782,E09000006,417,2215
11/1/2019,bromley,438792,E09000006,374,2282
12/1/2019,bromley,443391,E09000006,,2087
1/1/2020,bromley,436757,E09000006,,2138
1/1/1995,camden,120933,E09000007,198,
2/1/1995,camden,119509,E09000007,194,
3/1/1995,camden,120282,E09000007,207,
4/1/1995,camden,120098,E09000007,174,
5/1/1995,camden,119929,E09000007,220,
6/1/1995,camden,121887,E09000007,248,
7/1/1995,camden,124028,E09000007,248,
8/1/1995,camden,125530,E09000007,259,
9/1/1995,camden,120597,E09000007,263,
10/1/1995,camden,117458,E09000007,245,
11/1/1995,camden,115419,E09000007,208,
12/1/1995,camden,118739,E09000007,224,
1/1/1996,camden,119560,E09000007,193,
2/1/1996,camden,123371,E09000007,181,
3/1/1996,camden,124723,E09000007,214,
4/1/1996,camden,129159,E09000007,260,
5/1/1996,camden,135336,E09000007,287,
6/1/1996,camden,143862,E09000007,282,
7/1/1996,camden,147974,E09000007,355,
8/1/1996,camden,142462,E09000007,340,
9/1/1996,camden,136552,E09000007,349,
10/1/1996,camden,133850,E09000007,344,
11/1/1996,camden,134128,E09000007,369,
12/1/1996,camden,134749,E09000007,354,
1/1/1997,camden,135956,E09000007,273,
2/1/1997,camden,141531,E09000007,293,
3/1/1997,camden,143444,E09000007,300,
4/1/1997,camden,143592,E09000007,336,
5/1/1997,camden,148617,E09000007,303,
6/1/1997,camden,148336,E09000007,330,
7/1/1997,camden,148941,E09000007,374,
8/1/1997,camden,145623,E09000007,334,
9/1/1997,camden,151748,E09000007,337,
10/1/1997,camden,157898,E09000007,374,
11/1/1997,camden,167189,E09000007,290,
12/1/1997,camden,168839,E09000007,323,
1/1/1998,camden,169012,E09000007,294,
2/1/1998,camden,162345,E09000007,206,
3/1/1998,camden,163829,E09000007,297,
4/1/1998,camden,165652,E09000007,305,
5/1/1998,camden,169049,E09000007,311,
6/1/1998,camden,172582,E09000007,335,
7/1/1998,camden,175848,E09000007,374,
8/1/1998,camden,176576,E09000007,290,
9/1/1998,camden,173335,E09000007,343,
10/1/1998,camden,172385,E09000007,289,
11/1/1998,camden,174582,E09000007,258,
12/1/1998,camden,173072,E09000007,240,
1/1/1999,camden,170961,E09000007,208,
2/1/1999,camden,173480,E09000007,210,
3/1/1999,camden,178877,E09000007,310,
4/1/1999,camden,182926,E09000007,289,
5/1/1999,camden,180781,E09000007,278,
6/1/1999,camden,185845,E09000007,367,
7/1/1999,camden,191808,E09000007,446,
8/1/1999,camden,198650,E09000007,356,
9/1/1999,camden,203513,E09000007,391,
10/1/1999,camden,206707,E09000007,431,
11/1/1999,camden,209300,E09000007,338,
12/1/1999,camden,210240,E09000007,357,
1/1/2000,camden,217700,E09000007,269,
2/1/2000,camden,228163,E09000007,282,
3/1/2000,camden,230541,E09000007,351,
4/1/2000,camden,239659,E09000007,301,
5/1/2000,camden,248815,E09000007,292,
6/1/2000,camden,261773,E09000007,312,
7/1/2000,camden,264647,E09000007,310,
8/1/2000,camden,262124,E09000007,290,
9/1/2000,camden,258782,E09000007,266,
10/1/2000,camden,249224,E09000007,258,
11/1/2000,camden,250927,E09000007,257,
12/1/2000,camden,253022,E09000007,289,
1/1/2001,camden,265515,E09000007,275,3530
2/1/2001,camden,267786,E09000007,210,3374
3/1/2001,camden,273059,E09000007,263,3791
4/1/2001,camden,268947,E09000007,267,3564
5/1/2001,camden,269837,E09000007,308,3857
6/1/2001,camden,271558,E09000007,352,3907
7/1/2001,camden,280482,E09000007,333,4067
8/1/2001,camden,286872,E09000007,389,4026
9/1/2001,camden,287807,E09000007,350,3859
10/1/2001,camden,288837,E09000007,281,4558
11/1/2001,camden,290868,E09000007,291,4353
12/1/2001,camden,291559,E09000007,271,3828
1/1/2002,camden,290461,E09000007,237,4303
2/1/2002,camden,289270,E09000007,243,3846
3/1/2002,camden,289615,E09000007,296,3810
4/1/2002,camden,296979,E09000007,341,3945
5/1/2002,camden,308913,E09000007,406,4121
6/1/2002,camden,319466,E09000007,325,4076
7/1/2002,camden,323154,E09000007,386,4157
8/1/2002,camden,325074,E09000007,379,4058
9/1/2002,camden,332370,E09000007,331,4039
10/1/2002,camden,333820,E09000007,323,4398
11/1/2002,camden,332036,E09000007,301,4157
12/1/2002,camden,328996,E09000007,283,3471
1/1/2003,camden,322511,E09000007,265,4000
2/1/2003,camden,306183,E09000007,205,3689
3/1/2003,camden,299760,E09000007,235,3908
4/1/2003,camden,306134,E09000007,198,3548
5/1/2003,camden,321380,E09000007,203,3801
6/1/2003,camden,327338,E09000007,250,4055
7/1/2003,camden,334896,E09000007,277,4204
8/1/2003,camden,337758,E09000007,296,3944
9/1/2003,camden,338320,E09000007,342,3806
10/1/2003,camden,331384,E09000007,305,4053
11/1/2003,camden,327200,E09000007,310,3803
12/1/2003,camden,323782,E09000007,264,3342
1/1/2004,camden,329660,E09000007,282,3682
2/1/2004,camden,332300,E09000007,274,3601
3/1/2004,camden,339717,E09000007,321,3715
4/1/2004,camden,336670,E09000007,346,3443
5/1/2004,camden,343102,E09000007,304,3703
6/1/2004,camden,354540,E09000007,396,3486
7/1/2004,camden,368811,E09000007,409,3432
8/1/2004,camden,370139,E09000007,384,3504
9/1/2004,camden,364530,E09000007,310,3443
10/1/2004,camden,361902,E09000007,267,3506
11/1/2004,camden,364408,E09000007,254,3412
12/1/2004,camden,356394,E09000007,213,2863
1/1/2005,camden,345132,E09000007,228,3049
2/1/2005,camden,341746,E09000007,198,2895
3/1/2005,camden,348785,E09000007,216,3182
4/1/2005,camden,359728,E09000007,257,3492
5/1/2005,camden,369411,E09000007,260,3393
6/1/2005,camden,379377,E09000007,317,3324
7/1/2005,camden,380976,E09000007,316,3128
8/1/2005,camden,391166,E09000007,295,3041
9/1/2005,camden,386496,E09000007,336,3037
10/1/2005,camden,383714,E09000007,299,3343
11/1/2005,camden,366351,E09000007,301,3403
12/1/2005,camden,367259,E09000007,296,2965
1/1/2006,camden,368710,E09000007,313,3095
2/1/2006,camden,373670,E09000007,267,2799
3/1/2006,camden,377340,E09000007,361,3131
4/1/2006,camden,382933,E09000007,310,2940
5/1/2006,camden,389596,E09000007,328,3355
6/1/2006,camden,392849,E09000007,360,3470
7/1/2006,camden,400432,E09000007,384,3526
8/1/2006,camden,406666,E09000007,429,3315
9/1/2006,camden,406025,E09000007,391,3448
10/1/2006,camden,403221,E09000007,342,3550
